event,gender,competition,year,round_raw,lane,position,athlete,athlete,athlete,athlete,country,country,country,time_or_mark,reaction_time,reaction_time
200m,M,Olympics,2016,table_19,8,2,Churandy Martina,,,,Netherlands,,,20.1,0.147,
200m,M,Olympics,2016,table_19,2,3,Justin Gatlin,,,,United States,,,20.13,0.137,
200m,M,Olympics,2016,table_19,4,4,Bruno Hortelano,,,,Spain,,,20.16,0.142,
200m,M,Olympics,2016,table_19,7,5,Nethaneel Mitchell-Blake,,,,Great Britain,,,20.25,0.196,
200m,M,Olympics,2016,table_19,6,6,Yohan Blake,,,,Jamaica,,,20.37,0.151,
200m,M,Olympics,2016,table_19,1,7,Lykourgos-Stefanos Tsakonas,,,,Greece,,,20.63,0.159,
200m,M,Olympics,2016,table_19,3,8,Matteo Galvan,,,,Italy,,,20.88,0.149,
200m,M,Olympics,2016,table_20,6,,Usain Bolt,,,,Jamaica,,,19.78,0.156,
200m,M,Olympics,2016,table_20,4,,Andre De Grasse,,,,Canada,,,20.02,0.141,
200m,M,Olympics,2016,table_20,7,,Christophe Lemaitre,,,,France,,,20.12,0.153,
200m,M,Olympics,2016,table_20,2,4,Adam Gemili,,,,Great Britain,,,20.12,0.178,
200m,M,Olympics,2016,table_20,8,5,Churandy Martina,,,,Netherlands,,,20.13,0.148,
200m,M,Olympics,2016,table_20,5,6,LaShawn Merritt,,,,United States,,,20.19,0.189,
200m,M,Olympics,2016,table_20,3,7,Alonso Edward,,,,Panama,,,20.23,0.162,
200m,M,Olympics,2016,table_20,1,8,Ramil Guliyev,,,,Turkey,,,20.43,0.141,
200m,F,Olympics,2016,table_6,4,1,Dafne Schippers,,,,Netherlands,,,22.51,0.145,
200m,F,Olympics,2016,table_6,7,2,Nataliya Pohrebnyak,,,,Ukraine,,,22.64,0.134,
200m,F,Olympics,2016,table_6,6,3,Crystal Emmanuel,,,,Canada,,,22.8,0.144,
200m,F,Olympics,2016,table_6,5,4,Anna Kiełbasińska,,,,Poland,,,22.95,0.155,
200m,F,Olympics,2016,table_6,2,5,Reyare Thomas,,,,Trinidad and Tobago,,,22.97,0.202,
200m,F,Olympics,2016,table_6,1,6,Maja Mihalinec,,,,Slovenia,,,23.38,0.132,
200m,F,Olympics,2016,table_6,3,7,Olivia Borlée,,,,Belgium,,,23.53,0.17,
200m,F,Olympics,2016,table_6,8,8,Afa Ismail,,,,Maldives,,,24.96,0.193,
200m,F,Olympics,2016,table_7,1,1,Jenna Prandini,,,,United States,,,22.62,0.163,
200m,F,Olympics,2016,table_7,7,2,Lisa Mayer,,,,Germany,,,22.86,0.172,
200m,F,Olympics,2016,table_7,6,3,Tynia Gaither,,,,Bahamas,,,22.9,0.16,
200m,F,Olympics,2016,table_7,5,4,Ángela Tenorio,,,,Ecuador,,,22.94,0.16,
200m,F,Olympics,2016,table_7,3,5,Celiangeli Morales,,,,Puerto Rico,,,23,0.164,
200m,F,Olympics,2016,table_7,2,6,Gloria Hooper,,,,Italy,,,23.05,0.167,
200m,F,Olympics,2016,table_7,8,7,Mariely Sánchez,,,,Dominican Republic,,,23.39,0.159,
200m,F,Olympics,2016,table_7,4,8,Cynthia Bolingo,,,,Belgium,,,23.98,0.188,
200m,F,Olympics,2016,table_8,3,1,Michelle-Lee Ahye,,,,Trinidad and Tobago,,,22.5,0.17,
200m,F,Olympics,2016,table_8,5,2,Simone Facey,,,,Jamaica,,,22.78,0.164,
200m,F,Olympics,2016,table_8,8,3,Kauiza Venancio,,,,Brazil,,,23.06,0.187,
200m,F,Olympics,2016,table_8,4,4,Alyssa Conley,,,,South Africa,,,23.17,0.114,
200m,F,Olympics,2016,table_8,1,5,Isidora Jiménez,,,,Chile,,,23.29,0.132,
200m,F,Olympics,2016,table_8,2,6,Estela García,,,,Spain,,,23.43,0.137,
200m,F,Olympics,2016,table_8,7,7,Nataliya Strohova,,,,Ukraine,,,23.69,0.164,
200m,F,Olympics,2016,table_8,6,8,Yelena Ryabova,,,,Turkmenistan,,,25.45,0.17,
200m,F,Olympics,2016,table_9,7,1,Marie Josée Ta Lou,,,,Ivory Coast,,,22.31,0.141,
200m,F,Olympics,2016,table_9,4,2,Elaine Thompson,,,,Jamaica,,,22.63,0.177,
200m,F,Olympics,2016,table_9,3,3,Gina Lückenkemper,,,,Germany,,,22.8,0.207,
200m,F,Olympics,2016,table_9,2,4,Maria Belimpasaki,,,,Greece,,,23.19,0.183,
200m,F,Olympics,2016,table_9,6,5,Justine Palframan,,,,South Africa,,,23.33,0.151,
200m,F,Olympics,2016,table_9,1,6,Janet Amponsah,,,,Ghana,,,23.67,0.157,
200m,F,Olympics,2016,table_9,8,7,Diana Khubeseryan,,,,Armenia,,,25.16,0.146,
200m,F,Olympics,2016,table_9,5,8,Margret Hassan,,,,South Sudan,,,26.99,0.263,
200m,F,Olympics,2016,table_10,4,1,Blessing Okagbare,,,,Nigeria,,,22.71,0.158,
200m,F,Olympics,2016,table_10,7,2,Dina Asher-Smith,,,,Great Britain,,,22.77,0.164,
200m,F,Olympics,2016,table_10,1,3,Anthonique Strachan,,,,Bahamas,,,22.96,0.161,
200m,F,Olympics,2016,table_10,8,4,Tessa van Schagen,,,,Netherlands,,,23.41,0.189,
200m,F,Olympics,2016,table_10,2,5,Gina Bass,,,,The Gambia,,,23.43,0.179,
200m,F,Olympics,2016,table_10,6,6,Srabani Nanda,,,,India,,,23.58,0.15,
200m,F,Olympics,2016,table_10,5,7,Aurelie Alcindor,,,,Mauritius,,,24.55,0.201,
200m,F,Olympics,2016,table_10,3,8,Gayane Chiloyan,,,,Armenia,,,25.03,0.179,
200m,F,Olympics,2016,table_11,7,1,Deajah Stevens,,,,United States,,,22.45,0.16,
200m,F,Olympics,2016,table_11,4,2,Nercely Soto,,,,Venezuela,,,22.89,0.196,
200m,F,Olympics,2016,table_11,2,3,Jamile Samuel,,,,Netherlands,,,23.04,0.159,
200m,F,Olympics,2016,table_11,5,4,Ramona Papaioannou,,,,Cyprus,,,23.1,0.14,
200m,F,Olympics,2016,table_11,1,5,Yelyzaveta Bryzhina,,,,Ukraine,,,23.28,0.178,
200m,F,Olympics,2016,table_11,8,6,Nigina Sharipova,,,,Uzbekistan,,,23.33,0.14,
200m,F,Olympics,2016,table_11,6,7,Viktoriya Zyabkina,,,,Kazakhstan,,,23.34,0.167,
200m,F,Olympics,2016,table_11,3,8,Najima Parveen,,,,Pakistan,,,26.11,0.183,
200m,F,Olympics,2016,table_12,6,1,Ivet Lalova-Collio,,,,Bulgaria,,,22.61,0.136,
200m,F,Olympics,2016,table_12,3,2,Ella Nelson,,,,Australia,,,22.66,0.155,
200m,F,Olympics,2016,table_12,4,3,Jodie Williams,,,,Great Britain,,,22.69,0.135,
200m,F,Olympics,2016,table_12,1,4,Lorène Bazolo,,,,Portugal,,,23.01,0.166,
200m,F,Olympics,2016,table_12,8,5,Chisato Fukushima,,,,Japan,,,23.21,0.125,
200m,F,Olympics,2016,table_12,5,6,LaVerne Jones-Ferrette,,,,Virgin Islands,,,23.35,0.127,
200m,F,Olympics,2016,table_12,2,7,Vitória Cristina Rosa,,,,Brazil,,,23.35,0.191,
200m,F,Olympics,2016,table_12,7,8,Sheniqua Ferguson,,,,Bahamas,,,23.62,0.153,
200m,F,Olympics,2016,table_13,8,1,Tori Bowie,,,,United States,,,22.47,0.145,
200m,F,Olympics,2016,table_13,6,2,Murielle Ahouré,,,,Ivory Coast,,,22.52,0.156,
200m,F,Olympics,2016,table_13,3,3,Mujinga Kambundji,,,,Switzerland,,,22.78,0.139,
200m,F,Olympics,2016,table_13,1,4,Nadine Gonska,,,,Germany,,,23.03,0.129,
200m,F,Olympics,2016,table_13,5,5,Eleni Artymata,,,,Cyprus,,,23.27,0.166,
200m,F,Olympics,2016,table_13,2,6,Arialis Gandulla,,,,Cuba,,,23.41,0.149,
200m,F,Olympics,2016,table_13,7,7,Brenessa Thompson,,,,Guyana,,,23.65,0.155,
200m,F,Olympics,2016,table_13,4,8,Maizurah Abdul Rahim,,,,Brunei,,,28.02,0.173,
200m,F,Olympics,2016,table_14,3,1,Edidiong Odiong,,,,Bahrain,,,22.74,0.156,
200m,F,Olympics,2016,table_14,1,2,Semoy Hackett,,,,Trinidad and Tobago,,,22.78,0.162,
200m,F,Olympics,2016,table_14,6,3,Veronica Campbell-Brown,,,,Jamaica,,,22.97,0.17,
200m,F,Olympics,2016,table_14,8,4,Olga Safronova,,,,Kazakhstan,,,23.29,0.144,
200m,F,Olympics,2016,table_14,7,5,Ashley Kelly,,,,British Virgin Islands,,,23.61,0.191,
200m,F,Olympics,2016,table_14,4,6,Tameka Williams,,,,Saint Kitts and Nevis,,,23.61,0.16,
200m,F,Olympics,2016,table_14,2,7,Sabina Veit,,,,Slovenia,,,23.75,0.161,
200m,F,Olympics,2016,table_14,5,8,Kristina Pronzhenko,,,,Tajikistan,,,25.53,0.213,
200m,F,Olympics,2016,table_15,3,1,Dafne Schippers,,,,Netherlands,,,21.96,0.139,
200m,F,Olympics,2016,table_15,4,2,Elaine Thompson,,,,Jamaica,,,22.13,0.164,
200m,F,Olympics,2016,table_15,5,3,Deajah Stevens,,,,United States,,,22.38,0.17,
200m,F,Olympics,2016,table_15,7,4,Dina Asher-Smith,,,,Great Britain,,,22.49,0.143,
200m,F,Olympics,2016,table_15,6,5,Blessing Okagbare,,,,Nigeria,,,22.69,0.179,
200m,F,Olympics,2016,table_15,2,6,Mujinga Kambundji,,,,Switzerland,,,22.83,0.121,
200m,F,Olympics,2016,table_15,8,7,Lisa Mayer,,,,Germany,,,22.9,0.162,
200m,F,Olympics,2016,table_15,1,8,Tynia Gaither,,,,Bahamas,,,23.45,0.149,
200m,F,Olympics,2016,table_16,3,1,Marie Josée Ta Lou,,,,Ivory Coast,,,22.28,0.156,
200m,F,Olympics,2016,table_16,4,2,Ivet Lalova-Collio,,,,Bulgaria,,,22.42,0.127,
200m,F,Olympics,2016,table_16,7,3,Ella Nelson,,,,Australia,,,22.5,0.165,
200m,F,Olympics,2016,table_16,6,4,Jenna Prandini,,,,United States,,,22.55,0.196,
200m,F,Olympics,2016,table_16,5,5,Nataliya Pohrebnyak,,,,Ukraine,,,22.81,0.163,
200m,F,Olympics,2016,table_16,8,6,Semoy Hackett,,,,Trinidad and Tobago,,,22.94,0.24,
200m,F,Olympics,2016,table_16,2,7,Ángela Tenorio,,,,Ecuador,,,22.99,0.16,
200m,F,Olympics,2016,table_16,1,8,Jodie Williams,,,,Great Britain,,,22.99,0.173,
200m,F,Olympics,2016,table_17,4,1,Tori Bowie,,,,United States,,,22.13,0.145,
200m,F,Olympics,2016,table_17,6,2,Michelle-Lee Ahye,,,,Trinidad and Tobago,,,22.25,0.153,
200m,F,Olympics,2016,table_17,8,3,Simone Facey,,,,Jamaica,,,22.57,0.158,
200m,F,Olympics,2016,table_17,5,4,Murielle Ahouré,,,,Ivory Coast,,,22.59,0.144,
200m,F,Olympics,2016,table_17,2,5,Gina Lückenkemper,,,,Germany,,,22.73,0.196,
200m,F,Olympics,2016,table_17,3,6,Edidiong Odiong,,,,Bahrain,,,22.84,0.156,
200m,F,Olympics,2016,table_17,7,7,Nercely Soto,,,,Venezuela,,,22.88,0.174,
200m,F,Olympics,2016,table_17,1,8,Crystal Emmanuel,,,,Canada,,,23.05,0.149,
200m,F,Olympics,2016,table_18,6,,Elaine Thompson,,,,Jamaica,,,21.78,0.152,
200m,F,Olympics,2016,table_18,4,,Dafne Schippers,,,,Netherlands,,,21.88,0.141,
200m,F,Olympics,2016,table_18,5,,Tori Bowie,,,,United States,,,22.15,0.143,
200m,F,Olympics,2016,table_18,3,4,Marie Josée Ta Lou,,,,Ivory Coast,,,22.21,0.153,
200m,F,Olympics,2016,table_18,2,5,Dina Asher-Smith,,,,Great Britain,,,22.31,0.135,
200m,F,Olympics,2016,table_18,7,6,Michelle-Lee Ahye,,,,Trinidad and Tobago,,,22.34,0.158,
200m,F,Olympics,2016,table_18,1,7,Deajah Stevens,,,,United States,,,22.65,0.171,
200m,F,Olympics,2016,table_18,8,8,Ivet Lalova-Collio,,,,Bulgaria,,,22.69,0.104,
400m,M,Olympics,2016,table_8,2,1,Machel Cedenio,,,,Trinidad and Tobago,,,44.98,0.179,
400m,M,Olympics,2016,table_8,7,2,Gil Roberts,,,,United States,,,45.27,0.168,
400m,M,Olympics,2016,table_8,4,3,Yoandys Lescay,,,,Cuba,,,45.36,0.199,
400m,M,Olympics,2016,table_8,6,4,Fitzroy Dunkley,,,,Jamaica,,,45.66,0.176,
400m,M,Olympics,2016,table_8,3,5,Kevin Borlée,,,,Belgium,,,45.9,0.138,
400m,M,Olympics,2016,table_8,5,6,Alberth Bravo,,,,Venezuela,,,46.15,0.205,
400m,M,Olympics,2016,table_8,1,7,Alex Lerionka Sampao,,,,Kenya,,,46.62,0.199,
400m,M,Olympics,2016,table_8,8,8,Ousseini Djibo Idrissa,,,,Niger,,,50.06,0.173,
400m,M,Olympics,2016,table_9,4,1,Bralon Taplin,,,,Grenada,,,45.15,0.162,
400m,M,Olympics,2016,table_9,2,2,Nery Brenes,,,,Costa Rica,,,45.53,0.151,
400m,M,Olympics,2016,table_9,7,3,Karabo Sibanda,,,,Botswana,,,45.56,0.166,
400m,M,Olympics,2016,table_9,1,4,Matteo Galvan,,,,Italy,,,46.07,0.154,
400m,M,Olympics,2016,table_9,3,5,Raymond Kibet,,,,Kenya,,,46.15,0.234,
400m,M,Olympics,2016,table_9,6,6,Mehboob Ali,,,,Pakistan,,,48.37,0.212,
400m,M,Olympics,2016,table_9,8,7,Bachir Mahamat,,,,Chad,,,48.59,0.188,
400m,M,Olympics,2016,table_9,5,,Anas Beshr,,,,Egypt,,,DQ,0.141,
400m,M,Olympics,2016,table_10,7,1,Wayde van Niekerk,,,,South Africa,,,45.26,0.147,
400m,M,Olympics,2016,table_10,2,2,Luguelín Santos,,,,Dominican Republic,,,45.61,0.148,
400m,M,Olympics,2016,table_10,8,3,Javon Francis,,,,Jamaica,,,45.88,0.172,
400m,M,Olympics,2016,table_10,6,4,Jonathan Borlée,,,,Belgium,,,46.01,0.162,
400m,M,Olympics,2016,table_10,3,5,Alphas Kishoyian,,,,Kenya,,,46.74,0.147,
400m,M,Olympics,2016,table_10,5,6,Brandon Valentine-Parris,,,,Saint Vincent and the Grenadines,,,47.62,0.144,
400m,M,Olympics,2016,table_10,4,,Alonzo Russell,,,,Bahamas,,,DQ,0.159,
400m,M,Olympics,2016,table_11,5,1,Lalonde Gordon,,,,Trinidad and Tobago,,,45.24,0.153,
400m,M,Olympics,2016,table_11,4,2,Luka Janežič,,,,Slovenia,,,45.33,0.148,
400m,M,Olympics,2016,table_11,6,3,Baboloki Thebe,,,,Botswana,,,45.41,0.155,
400m,M,Olympics,2016,table_11,1,4,Chris Brown,,,,Bahamas,,,45.56,0.147,
400m,M,Olympics,2016,table_11,2,5,Martyn Rooney,,,,Great Britain,,,45.6,0.154,
400m,M,Olympics,2016,table_11,7,6,Julian Jrummi Walsh,,,,Japan,,,46.37,0.149,
400m,M,Olympics,2016,table_11,8,7,Gustavo Cuesta,,,,Dominican Republic,,,46.92,0.143,
400m,M,Olympics,2016,table_11,3,8,James Chiengjiek,,,,Refugee Olympic Team,,,52.89,0.213,
400m,M,Olympics,2016,table_12,8,1,LaShawn Merritt,,,,United States,,,45.28,0.235,
400m,M,Olympics,2016,table_12,3,2,Abdelalelah Haroun,,,,Qatar,,,45.76,0.19,
400m,M,Olympics,2016,table_12,6,3,Isaac Makwala,,,,Botswana,,,45.91,0.242,
400m,M,Olympics,2016,table_12,2,4,Vitaliy Butrym,,,,Ukraine,,,45.92,0.166,
400m,M,Olympics,2016,table_12,4,5,Donald Blair-Sanford,,,,Israel,,,46.06,0.163,
400m,M,Olympics,2016,table_12,5,6,Deon Lendore,,,,Trinidad and Tobago,,,46.15,0.201,
400m,M,Olympics,2016,table_12,7,7,Hederson Estefani,,,,Brazil,,,46.68,0.234,
400m,M,Olympics,2016,table_13,6,1,Kirani James,,,,Grenada,,,44.93,0.156,
400m,M,Olympics,2016,table_13,5,2,Rusheen McDonald,,,,Jamaica,,,45.22,0.179,
400m,M,Olympics,2016,table_13,2,3,Matthew Hudson-Smith,,,,Great Britain,,,45.26,0.142,
400m,M,Olympics,2016,table_13,3,4,David Verburg,,,,United States,,,45.48,0.167,
400m,M,Olympics,2016,table_13,7,5,Winston George,,,,Guyana,,,45.77,0.186,
400m,M,Olympics,2016,table_13,8,6,Diego Palomeque,,,,Colombia,,,46.48,0.159,
400m,M,Olympics,2016,table_13,4,,Abbas Abubakar Abbas,,,,Bahrain,,,DQ,0.192,
400m,M,Olympics,2016,table_14,7,1,Ali Khamis,,,,Bahrain,,,45.12,0.161,
400m,M,Olympics,2016,table_14,1,2,Steven Gardiner,,,,Bahamas,,,45.24,0.149,
400m,M,Olympics,2016,table_14,8,3,Liemarvin Bonevacia,,,,Netherlands,,,45.49,0.142,
400m,M,Olympics,2016,table_14,5,4,Rafał Omelko,,,,Poland,,,45.54,0.177,
400m,M,Olympics,2016,table_14,4,5,Pavel Maslák,,,,Czech Republic,,,45.54,0.183,
400m,M,Olympics,2016,table_14,6,6,Mohammad Anas,,,,India,,,45.95,0.158,
400m,M,Olympics,2016,table_14,2,7,Orukpe Erayokan,,,,Nigeria,,,47.42,0.18,
400m,M,Olympics,2016,table_14,3,8,Yuzo Kanemaru,,,,Japan,,,48.38,0.144,
400m,M,Olympics,2016,table_15,4,1,Kirani James,,,,Grenada,,,44.02,0.144,
400m,M,Olympics,2016,table_15,6,2,LaShawn Merritt,,,,United States,,,44.21,0.271,
400m,M,Olympics,2016,table_15,2,3,Karabo Sibanda,,,,Botswana,,,44.47,0.174,
400m,M,Olympics,2016,table_15,7,4,Luguelín Santos,,,,Dominican Republic,,,44.71,0.155,
400m,M,Olympics,2016,table_15,1,5,Javon Francis,,,,Jamaica,,,44.96,0.17,
400m,M,Olympics,2016,table_15,5,6,Nery Brenes,,,,Costa Rica,,,45.02,0.181,
400m,M,Olympics,2016,table_15,8,7,Liemarvin Bonevacia,,,,Netherlands,,,45.03,0.166,
400m,M,Olympics,2016,table_15,3,8,Lalonde Gordon,,,,Trinidad and Tobago,,,45.13,0.157,
400m,M,Olympics,2016,table_16,5,1,Machel Cedenio,,,,Trinidad and Tobago,,,44.39,0.243,
400m,M,Olympics,2016,table_16,3,2,Wayde van Niekerk,,,,South Africa,,,44.45,0.156,
400m,M,Olympics,2016,table_16,2,3,Pavel Maslák,,,,Czech Republic,,,45.06,0.185,
400m,M,Olympics,2016,table_16,6,4,Luka Janežič,,,,Slovenia,,,45.07,0.154,
400m,M,Olympics,2016,table_16,1,5,David Verburg,,,,United States,,,45.61,0.159,
400m,M,Olympics,2016,table_16,4,6,Rusheen McDonald,,,,Jamaica,,,46.12,0.182,
400m,M,Olympics,2016,table_16,7,7,Abdelalelah Haroun,,,,Qatar,,,46.66,0.173,
400m,M,Olympics,2016,table_16,8,,Baboloki Thebe,,,,Botswana,,,DNS,—,
400m,M,Olympics,2016,table_17,6,1,Bralon Taplin,,,,Grenada,,,44.44,0.171,
400m,M,Olympics,2016,table_17,8,2,Matthew Hudson-Smith,,,,Great Britain,,,44.48,0.143,
400m,M,Olympics,2016,table_17,3,3,Ali Khamis,,,,Bahrain,,,44.49,0.145,
400m,M,Olympics,2016,table_17,4,4,Gil Roberts,,,,United States,,,44.65,0.151,
400m,M,Olympics,2016,table_17,5,5,Steven Gardiner,,,,Bahamas,,,44.72,0.156,
400m,M,Olympics,2016,table_17,7,6,Yoandys Lescay,,,,Cuba,,,45,0.216,
400m,M,Olympics,2016,table_17,2,7,Rafał Omelko,,,,Poland,,,45.28,0.164,
400m,M,Olympics,2016,table_17,1,8,Isaac Makwala,,,,Botswana,,,46.6,0.173,
400m,M,Olympics,2016,table_18,8,,Wayde van Niekerk,,,,South Africa,,,43.03,0.181,
400m,M,Olympics,2016,table_18,6,,Kirani James,,,,Grenada,,,43.76,0.134,
400m,M,Olympics,2016,table_18,5,,LaShawn Merritt,,,,United States,,,43.85,0.204,
400m,M,Olympics,2016,table_18,3,4,Machel Cedenio,,,,Trinidad and Tobago,,,44.01,0.203,
400m,M,Olympics,2016,table_18,1,5,Karabo Sibanda,,,,Botswana,,,44.25,0.164,
400m,M,Olympics,2016,table_18,2,6,Ali Khamis,,,,Bahrain,,,44.36,0.148,
400m,M,Olympics,2016,table_18,4,7,Bralon Taplin,,,,Grenada,,,44.45,0.181,
400m,M,Olympics,2016,table_18,7,8,Matthew Hudson-Smith,,,,Great Britain,,,44.61,0.138,
400m,F,Olympics,2016,table_14,6,1,Phyllis Francis,,,,United States,,,50.31,0.189,
400m,F,Olympics,2016,table_14,5,2,Stephenie Ann McPherson,,,,Jamaica,,,50.69,0.158,
400m,F,Olympics,2016,table_14,4,3,Olha Zemlyak,,,,Ukraine,,,50.75,0.189,
400m,F,Olympics,2016,table_14,3,4,Kemi Adekoya,,,,Bahrain,,,50.88,0.161,
400m,F,Olympics,2016,table_14,7,5,Christine Ohuruogu,,,,Great Britain,,,51.22,0.145,
400m,F,Olympics,2016,table_14,2,6,Ruth Spelmeyer,,,,Germany,,,51.61,0.155,
400m,F,Olympics,2016,table_14,8,7,Margaret Bamgbose,,,,Nigeria,,,51.92,0.212,
400m,F,Olympics,2016,table_14,1,8,Patrycja Wyciszkiewicz,,,,Poland,,,52.51,0.174,
400m,F,Olympics,2016,table_15,6,1,Shericka Jackson,,,,Jamaica,,,49.83,0.184,
400m,F,Olympics,2016,table_15,5,2,Natasha Hastings,,,,United States,,,49.9,0.188,
400m,F,Olympics,2016,table_15,3,3,Salwa Eid Naser,,,,Bahrain,,,50.88,0.139,
400m,F,Olympics,2016,table_15,8,4,Floria Gueï,,,,France,,,51.08,0.178,
400m,F,Olympics,2016,table_15,7,5,Carline Muir,,,,Canada,,,51.11,0.226,
400m,F,Olympics,2016,table_15,1,6,Emily Diamond,,,,Great Britain,,,51.49,0.178,
400m,F,Olympics,2016,table_15,2,7,Małgorzata Hołub,,,,Poland,,,51.93,0.136,
400m,F,Olympics,2016,table_15,4,8,Morgan Mitchell,,,,Australia,,,52.68,0.136,
400m,F,Olympics,2016,table_16,3,1,Allyson Felix,,,,United States,,,49.67,0.174,
400m,F,Olympics,2016,table_16,4,2,Shaunae Miller,,,,Bahamas,,,49.91,0.167,
400m,F,Olympics,2016,table_16,6,3,Libania Grenot,,,,Italy,,,50.6,0.156,
400m,F,Olympics,2016,table_16,5,4,Christine Day,,,,Jamaica,,,51.53,0.186,
400m,F,Olympics,2016,table_16,1,5,Justyna Święty,,,,Poland,,,51.62,0.171,
400m,F,Olympics,2016,table_16,2,6,Anneliese Rubie,,,,Australia,,,51.96,0.172,
400m,F,Olympics,2016,table_16,8,7,Kabange Mupopo,,,,Zambia,,,52.04,0.155,
400m,F,Olympics,2016,table_16,7,8,Patience Okon George,,,,Nigeria,,,52.52,0.161,
400m,F,Olympics,2016,table_17,7,,Shaunae Miller,,,,Bahamas,,,49.44,0.155,
400m,F,Olympics,2016,table_17,4,,Allyson Felix,,,,United States,,,49.51,0.177,
400m,F,Olympics,2016,table_17,5,,Shericka Jackson,,,,Jamaica,,,49.85,0.176,
400m,F,Olympics,2016,table_17,6,4,Natasha Hastings,,,,United States,,,50.34,0.161,
400m,F,Olympics,2016,table_17,3,5,Phyllis Francis,,,,United States,,,50.41,0.219,
400m,F,Olympics,2016,table_17,8,6,Stephenie Ann McPherson,,,,Jamaica,,,50.97,0.133,
400m,F,Olympics,2016,table_17,2,7,Libania Grenot,,,,Italy,,,51.25,0.149,
400m,F,Olympics,2016,table_17,1,,Olha Zemlyak,,,,Ukraine,,,51.24,0.183,
100m,M,Olympics,2020,table_9,7,1,Ngoni Makusha,,,,Zimbabwe,,,10.32,,
100m,M,Olympics,2020,table_9,8,2,Fabrice Dabla,,,,Togo,,,10.57,,
100m,M,Olympics,2020,table_9,6,3,Yeykell Romero,,,,Nicaragua,,,10.62,,
100m,M,Olympics,2020,table_9,1,4,Hassan Saaid,,,,Maldives,,,10.7,,
100m,M,Olympics,2020,table_9,3,5,Shaun Gill,,,,Belize,,,10.88,,
100m,M,Olympics,2020,table_9,9,6,Pen Sokong,,,,Cambodia,,,11.02,,
100m,M,Olympics,2020,table_9,4,7,Sha Mahmood Noor Zahi,,,,Afghanistan,,,11.04,,
100m,M,Olympics,2020,table_9,5,8,Lataisi Mwea,,,,Kiribati,,,11.25,,
100m,M,Olympics,2020,table_9,2,9,Nathan Crumpton,,,,American Samoa,,,11.27,,
100m,M,Olympics,2020,table_10,2,1,Barakat Al-Harthi,,,,Oman,,,10.27,,
100m,M,Olympics,2020,table_10,9,2,Emanuel Archibald,,,,Guyana,,,10.3,,
100m,M,Olympics,2020,table_10,1,3,Mohamed Alhammadi,,,,United Arab Emirates,,,10.59 (10.581),,
100m,M,Olympics,2020,table_10,5,3,Banuve Tabakaucoro,,,,Fiji,,,10.59 (10.581),,
100m,M,Olympics,2020,table_10,7,5,Bruno Rojas,,,,Bolivia,,,10.64,,
100m,M,Olympics,2020,table_10,4,6,Didier Kiki,,,,Benin,,,10.69,,
100m,M,Olympics,2020,table_10,3,7,Badamassi Saguirou,,,,Niger,,,10.87,,
100m,M,Olympics,2020,table_10,8,8,Ronald Fotofili,,,,Tonga,,,11.19,,
100m,M,Olympics,2020,table_10,6,,Aveni Miguel,,,,Angola,,,DQ,,
100m,M,Olympics,2020,table_11,6,1,Dorian Keletela,,,,Refugee Olympic Team,,,10.33,,
100m,M,Olympics,2020,table_11,1,2,Guy Maganga Gorra,,,,Gabon,,,10.61,,
100m,M,Olympics,2020,table_11,2,3,Oliver Mwimba,,,,Democratic Republic of the Congo,,,10.63,,
100m,M,Olympics,2020,table_11,3,4,Ildar Akhmadiev,,,,Tajikistan,,,10.66,,
100m,M,Olympics,2020,table_11,5,5,Jonah Harris,,,,Nauru,,,11.01,,
100m,M,Olympics,2020,table_11,8,6,Scott Fiti,,,,Federated States of Micronesia,,,11.25,,
100m,M,Olympics,2020,table_11,4,7,Seco Camara,,,,Guinea-Bissau,,,11.33,,
100m,M,Olympics,2020,table_11,9,8,Adrian Ililau,,,,Palau,,,11.42 (11.414),,
100m,M,Olympics,2020,table_11,7,9,Karalo Maibuca,,,,Tuvalu,,,11.42 (11.418),,
100m,M,Olympics,2020,table_12,8,1,Ronnie Baker,,,,United States,,,10.03,,
100m,M,Olympics,2020,table_12,3,2,Jimmy Vicaut,,,,France,,,10.07,,
100m,M,Olympics,2020,table_12,2,3,Usheoritse Itsekiri,,,,Nigeria,,,10.15,,
100m,M,Olympics,2020,table_12,1,4,Wu Zhiqiang,,,,China,,,10.18,,
100m,M,Olympics,2020,table_12,9,5,Yang Chun-han,,,,Chinese Taipei,,,10.21,,
100m,M,Olympics,2020,table_12,7,6,Shuhei Tada,,,,Japan,,,10.22,,
100m,M,Olympics,2020,table_12,5,7,Emre Zafer Barnes,,,,Turkey,,,10.47,,
100m,M,Olympics,2020,table_12,6,8,Guy Maganga Gorra,,,,Gabon,,,10.77,,
100m,M,Olympics,2020,table_12,4,,Tyquendo Tracey,,,,Jamaica,,,DNS,,
100m,M,Olympics,2020,table_13,6,1,Enoch Adegoke,,,,Nigeria,,,9.98,,
100m,M,Olympics,2020,table_13,3,2,Femi Ogunode,,,,Qatar,,,10.02,,
100m,M,Olympics,2020,table_13,8,3,Zharnel Hughes,,,,Great Britain,,,10.04,,
100m,M,Olympics,2020,table_13,7,4,Trayvon Bromell,,,,United States,,,10.05,,
100m,M,Olympics,2020,table_13,9,5,Felipe Bardi,,,,Brazil,,,10.26,,
100m,M,Olympics,2020,table_13,4,6,Silvan Wicki,,,,Switzerland,,,10.28,,
